n_h,scaling_factor,learning_rate,num_iterations,cost,accuracy
2,0.3,1.3,20000,1.614983,42.812
2,0.3,1.3,30000,1.613828,41.25
2,0.3,1.3,50000,1.613747,43.438
2,0.3,1.5,500,1.617796,49.688
2,0.3,1.5,1000,1.62851,31.562
2,0.3,1.5,2000,1.622561,31.562
2,0.3,1.5,3000,1.623946,36.25
2,0.3,1.5,5000,1.62404,37.812
2,0.3,1.5,7000,1.614961,33.438
2,0.3,1.5,10000,1.609408,51.875
2,0.3,1.5,15000,1.608422,49.062
2,0.3,1.5,20000,1.616005,44.062
2,0.3,1.5,30000,1.625815,44.062
2,0.3,1.5,50000,1.605722,48.75
2,0.3,1.8,500,1.627232,45.625
2,0.3,1.8,1000,1.625733,45
2,0.3,1.8,2000,1.624846,38.125
2,0.3,1.8,3000,1.615079,52.5
2,0.3,1.8,5000,1.619938,41.562
2,0.3,1.8,7000,1.61791,38.125
2,0.3,1.8,10000,1.610646,51.875
2,0.3,1.8,15000,1.621784,30.938
2,0.3,1.8,20000,1.636141,52.5
2,0.3,1.8,30000,1.613171,37.188
2,0.3,1.8,50000,1.613017,39.688
2,1,0.03,500,2.063678,40.312
2,1,0.03,1000,1.847146,42.188
2,1,0.03,2000,1.724065,44.062
2,1,0.03,3000,1.720461,50.625
2,1,0.03,5000,1.67669,44.375
2,1,0.03,7000,1.644914,51.875
2,1,0.03,10000,1.658662,47.812
2,1,0.03,15000,1.671184,50.938
2,1,0.03,20000,1.622507,50.625
2,1,0.03,30000,1.637008,47.812
2,1,0.03,50000,1.636739,51.25
2,1,0.1,500,1.744261,46.562
2,1,0.1,1000,1.704244,45.938
2,1,0.1,2000,1.64288,35.625
2,1,0.1,3000,1.653059,52.188
2,1,0.1,5000,1.652597,52.812
2,1,0.1,7000,1.631596,50.625
2,1,0.1,10000,1.626188,43.438
2,1,0.1,15000,1.628279,51.25
2,1,0.1,20000,1.654308,50
2,1,0.1,30000,1.619078,47.812
2,1,0.1,50000,1.622549,37.188
2,1,0.3,500,1.649854,52.188
2,1,0.3,1000,1.639728,36.562
2,1,0.3,2000,1.628759,45.312
2,1,0.3,3000,1.639945,30
2,1,0.3,5000,1.625625,43.125
2,1,0.3,7000,1.622784,42.812
2,1,0.3,10000,1.621961,38.438
2,1,0.3,15000,1.630324,50.625
2,1,0.3,20000,1.620723,51.875
2,1,0.3,30000,1.617958,51.562
2,1,0.3,50000,1.62204,43.125
2,1,0.5,500,1.637205,53.125
2,1,0.5,1000,1.647235,51.875
2,1,0.5,2000,1.638937,50
2,1,0.5,3000,1.624007,47.812
2,1,0.5,5000,1.632625,49.688
2,1,0.5,7000,1.623014,30.625
2,1,0.5,10000,1.631396,50
2,1,0.5,15000,1.615518,30
2,1,0.5,20000,1.616,48.438
2,1,0.5,30000,1.620086,43.75
2,1,0.5,50000,1.62091,43.125
2,1,0.7,500,1.641465,38.75
2,1,0.7,1000,1.644113,36.562
2,1,0.7,2000,1.627981,49.062
2,1,0.7,3000,1.642216,46.562
2,1,0.7,5000,1.625214,50.625
2,1,0.7,7000,1.622368,36.25
2,1,0.7,10000,1.622453,40.938
2,1,0.7,15000,1.611497,51.875
2,1,0.7,20000,1.62296,47.188
2,1,0.7,30000,1.616262,52.5
2,1,0.7,50000,1.617447,43.75
2,1,0.9,500,1.635288,51.25
2,1,0.9,1000,1.649226,49.375
2,1,0.9,2000,1.620834,29.375
2,1,0.9,3000,1.627747,45.312
2,1,0.9,5000,1.618537,43.438
2,1,0.9,7000,1.638493,46.562
2,1,0.9,10000,1.608917,48.125
2,1,0.9,15000,1.607857,48.75
2,1,0.9,20000,1.629148,52.188
2,1,0.9,30000,1.626255,50.625
2,1,0.9,50000,1.605006,49.062
2,1,1.1,500,1.63605,48.438
2,1,1.1,1000,1.62454,44.062
2,1,1.1,2000,1.630001,34.062
2,1,1.1,3000,1.620328,36.25
2,1,1.1,5000,1.626437,52.188
2,1,1.1,7000,1.612852,39.375
2,1,1.1,10000,1.609058,50.313
2,1,1.1,15000,1.619258,48.125
2,1,1.1,20000,1.618193,30.625
2,1,1.1,30000,1.621855,46.25
2,1,1.1,50000,1.605972,48.438
2,1,1.3,500,1.633781,45.938
2,1,1.3,1000,1.631901,43.75
2,1,1.3,2000,1.644151,52.812
2,1,1.3,3000,1.621992,48.438
2,1,1.3,5000,1.624029,44.375
2,1,1.3,7000,1.631464,50.313
2,1,1.3,10000,1.610434,51.562
2,1,1.3,15000,1.618702,44.062
2,1,1.3,20000,1.621838,46.875
2,1,1.3,30000,1.638439,52.5
2,1,1.3,50000,1.611807,43.125
2,1,1.5,500,1.625762,44.688
2,1,1.5,1000,1.615473,51.25
2,1,1.5,2000,1.622768,49.375
2,1,1.5,3000,1.656598,52.812
2,1,1.5,5000,1.644249,50
2,1,1.5,7000,1.614841,33.438
2,1,1.5,10000,1.620243,43.75
2,1,1.5,15000,1.611293,31.562
2,1,1.5,20000,1.608007,51.875
2,1,1.5,30000,1.625815,44.062
2,1,1.5,50000,1.619036,49.375
2,1,1.8,500,1.628075,48.438
2,1,1.8,1000,1.625259,43.438
2,1,1.8,2000,1.625567,44.062
2,1,1.8,3000,1.623013,50.938
2,1,1.8,5000,1.617271,50.938
2,1,1.8,7000,1.616019,48.438
2,1,1.8,10000,1.622437,47.188
2,1,1.8,15000,1.615933,40.625
2,1,1.8,20000,1.623457,51.875
2,1,1.8,30000,1.630341,39.375
2,1,1.8,50000,1.634306,51.25
3,0.001,0.03,500,2.074828,43.75
3,0.001,0.03,1000,1.758225,48.438
3,0.001,0.03,2000,1.681922,49.062
3,0.001,0.03,3000,1.64368,39.062
3,0.001,0.03,5000,1.620299,46.25
3,0.001,0.03,7000,1.594857,46.562
3,0.001,0.03,10000,1.595537,46.25
3,0.001,0.03,15000,1.578826,47.812
3,0.001,0.03,20000,1.585278,44.375
3,0.001,0.03,30000,1.565532,36.875
3,0.001,0.03,50000,1.555205,47.5
3,0.001,0.1,500,1.703119,48.438
3,0.001,0.1,1000,1.638814,40.625
3,0.001,0.1,2000,1.595287,49.062
3,0.001,0.1,3000,1.589617,47.812
3,0.001,0.1,5000,1.588858,48.75
3,0.001,0.1,7000,1.560548,46.562
3,0.001,0.1,10000,1.557606,46.562
3,0.001,0.1,15000,1.554588,37.188
3,0.001,0.1,20000,1.574894,45.625
3,0.001,0.1,30000,1.551193,47.188
3,0.001,0.1,50000,1.548157,45.625
3,0.001,0.3,500,1.617403,41.25
3,0.001,0.3,1000,1.59508,50.313
3,0.001,0.3,2000,1.571748,48.125
3,0.001,0.3,3000,1.565049,38.438
3,0.001,0.3,5000,1.574025,45.938
3,0.001,0.3,7000,1.552888,46.875
3,0.001,0.3,10000,1.551139,47.5
3,0.001,0.3,15000,1.549499,47.5
3,0.001,0.3,20000,1.546852,45
3,0.001,0.3,30000,1.544405,44.688
3,0.001,0.3,50000,1.541908,44.062
3,0.001,0.5,500,1.578386,45.312
3,0.001,0.5,1000,1.578377,42.812
3,0.001,0.5,2000,1.563933,44.375
3,0.001,0.5,3000,1.558586,41.25
3,0.001,0.5,5000,1.571012,47.188
3,0.001,0.5,7000,1.553029,43.75
3,0.001,0.5,10000,1.547958,45.625
3,0.001,0.5,15000,1.564568,30.312
3,0.001,0.5,20000,1.55868,51.562
3,0.001,0.5,30000,1.566808,38.75
3,0.001,0.5,50000,1.540213,44.062
3,0.001,0.7,500,1.590986,42.5
3,0.001,0.7,1000,1.583117,40.625
3,0.001,0.7,2000,1.555518,46.875
3,0.001,0.7,3000,1.552996,46.875
3,0.001,0.7,5000,1.550429,47.5
3,0.001,0.7,7000,1.576893,41.25
3,0.001,0.7,10000,1.538233,30.312
3,0.001,0.7,15000,1.567176,49.375
3,0.001,0.7,20000,1.543553,36.25
3,0.001,0.7,30000,1.546371,44.375
3,0.001,0.7,50000,1.539508,44.375
3,0.001,0.9,500,1.583748,45.312
3,0.001,0.9,1000,1.558229,46.562
3,0.001,0.9,2000,1.579017,45.625
3,0.001,0.9,3000,1.554542,44.062
3,0.001,0.9,5000,1.552239,44.062
3,0.001,0.9,7000,1.566458,31.875
3,0.001,0.9,10000,1.54674,46.562
3,0.001,0.9,15000,1.543157,34.062
3,0.001,0.9,20000,1.543404,45
3,0.001,0.9,30000,1.539187,34.688
3,0.001,0.9,50000,1.56583,46.875
3,0.001,1.1,500,1.566874,44.062
3,0.001,1.1,1000,1.573371,38.438
3,0.001,1.1,2000,1.572942,50.313
3,0.001,1.1,3000,1.551773,38.75
3,0.001,1.1,5000,1.55043,47.5
3,0.001,1.1,7000,1.548685,45.312
3,0.001,1.1,10000,1.546708,45
3,0.001,1.1,15000,1.542957,35.938
3,0.001,1.1,20000,1.566095,30.938
3,0.001,1.1,30000,1.554586,34.688
3,0.001,1.1,50000,1.548667,29.688
3,0.001,1.3,500,1.563166,35.625
3,0.001,1.3,1000,1.556021,47.188
3,0.001,1.3,2000,1.556553,44.688
3,0.001,1.3,3000,1.550551,47.812
3,0.001,1.3,5000,1.568465,47.812
3,0.001,1.3,7000,1.564707,50
3,0.001,1.3,10000,1.545404,47.188
3,0.001,1.3,15000,1.54394,44.688
3,0.001,1.3,20000,1.5506,51.562
3,0.001,1.3,30000,1.538744,33.75
3,0.001,1.3,50000,1.546299,45.625
3,0.001,1.5,500,1.561228,47.188
3,0.001,1.5,1000,1.583195,46.25
3,0.001,1.5,2000,1.569127,50.625
3,0.001,1.5,3000,1.550526,46.875
3,0.001,1.5,5000,1.54814,46.562
3,0.001,1.5,7000,1.545641,32.188
3,0.001,1.5,10000,1.556434,49.688
3,0.001,1.5,15000,1.543433,47.812
3,0.001,1.5,20000,1.560461,51.25
3,0.001,1.5,30000,1.559845,25.312
3,0.001,1.5,50000,1.538459,44.375
3,0.001,1.8,500,1.562482,33.438
3,0.001,1.8,1000,1.578573,36.25
3,0.001,1.8,2000,1.569027,43.75
3,0.001,1.8,3000,1.550545,46.875
3,0.001,1.8,5000,1.539357,29.375
3,0.001,1.8,7000,1.557737,28.438
3,0.001,1.8,10000,1.545042,45.938
3,0.001,1.8,15000,1.543523,45.625
3,0.001,1.8,20000,1.542727,47.5
3,0.001,1.8,30000,1.545712,46.25
3,0.001,1.8,50000,1.553566,45.938
3,0.003,0.03,500,1.96402,45
3,0.003,0.03,1000,1.750437,48.75
3,0.003,0.03,2000,1.659641,45
3,0.003,0.03,3000,1.633909,39.688
3,0.003,0.03,5000,1.60946,46.562
3,0.003,0.03,7000,1.593106,41.562
3,0.003,0.03,10000,1.580651,46.562
3,0.003,0.03,15000,1.595537,52.5
3,0.003,0.03,20000,1.565593,45.625
3,0.003,0.03,30000,1.582656,47.5
3,0.003,0.03,50000,1.578035,45
3,0.003,0.1,500,1.691315,52.188
3,0.003,0.1,1000,1.616966,47.812
3,0.003,0.1,2000,1.60204,48.75
3,0.003,0.1,3000,1.583887,36.25
3,0.003,0.1,5000,1.594585,47.812
3,0.003,0.1,7000,1.57893,49.688
3,0.003,0.1,10000,1.55756,30
3,0.003,0.1,15000,1.560953,48.75
3,0.003,0.1,20000,1.566276,47.188
3,0.003,0.1,30000,1.573494,50.313
3,0.003,0.1,50000,1.547929,45.625
3,0.003,0.3,500,1.614606,46.25
3,0.003,0.3,1000,1.583095,47.812
3,0.003,0.3,2000,1.583881,49.062
3,0.003,0.3,3000,1.561219,45
3,0.003,0.3,5000,1.554793,47.5
3,0.003,0.3,7000,1.553019,47.188
3,0.003,0.3,10000,1.55626,51.25
3,0.003,0.3,15000,1.54856,45.625
3,0.003,0.3,20000,1.550211,44.062
3,0.003,0.3,30000,1.544366,44.688
3,0.003,0.3,50000,1.531701,30.625
3,0.003,0.5,500,1.573417,45.625
3,0.003,0.5,1000,1.579094,43.75
3,0.003,0.5,2000,1.580963,48.75
3,0.003,0.5,3000,1.556771,41.562
3,0.003,0.5,5000,1.570691,50.625
3,0.003,0.5,7000,1.55043,47.188
3,0.003,0.5,10000,1.54792,45.625
3,0.003,0.5,15000,1.584168,42.188
3,0.003,0.5,20000,1.536798,30.625
3,0.003,0.5,30000,1.572566,35.312
3,0.003,0.5,50000,1.540223,44.375
3,0.003,0.7,500,1.586451,50
3,0.003,0.7,1000,1.561048,46.562
3,0.003,0.7,2000,1.5548,43.75
3,0.003,0.7,3000,1.576198,35
3,0.003,0.7,5000,1.571222,50
3,0.003,0.7,7000,1.548902,45.938
3,0.003,0.7,10000,1.571434,49.062
3,0.003,0.7,15000,1.544491,36.25
3,0.003,0.7,20000,1.543564,36.25
3,0.003,0.7,30000,1.541819,44.062
3,0.003,0.7,50000,1.539523,44.375
3,0.003,0.9,500,1.567063,47.5
3,0.003,0.9,1000,1.575446,45.938
3,0.003,0.9,2000,1.565814,39.375
3,0.003,0.9,3000,1.567788,47.812
3,0.003,0.9,5000,1.57145,48.438
3,0.003,0.9,7000,1.570595,43.125
3,0.003,0.9,10000,1.537077,30.625
3,0.003,0.9,15000,1.561872,50
3,0.003,0.9,20000,1.543395,45
3,0.003,0.9,30000,1.54817,48.125
3,0.003,0.9,50000,1.547551,48.125
3,0.003,1.1,500,1.570645,42.812
3,0.003,1.1,1000,1.574998,45.625
3,0.003,1.1,2000,1.577811,46.562
3,0.003,1.1,3000,1.550736,47.812
3,0.003,1.1,5000,1.572103,49.062
3,0.003,1.1,7000,1.546146,32.5
3,0.003,1.1,10000,1.546718,47.188
3,0.003,1.1,15000,1.554514,51.875
3,0.003,1.1,20000,1.543579,44.688
3,0.003,1.1,30000,1.547566,46.562
3,0.003,1.1,50000,1.565248,37.812
3,0.003,1.3,500,1.584,49.688
3,0.003,1.3,1000,1.574243,49.688
3,0.003,1.3,2000,1.551876,47.188
3,0.003,1.3,3000,1.550575,47.812
3,0.003,1.3,5000,1.548455,46.562
3,0.003,1.3,7000,1.558971,51.25
3,0.003,1.3,10000,1.545449,45.312
3,0.003,1.3,15000,1.54354,45.312
3,0.003,1.3,20000,1.563679,29.375
3,0.003,1.3,30000,1.55811,50
3,0.003,1.3,50000,1.557047,50
3,0.003,1.5,500,1.560869,46.875
3,0.003,1.5,1000,1.555718,47.188
3,0.003,1.5,2000,1.572501,49.375
3,0.003,1.5,3000,1.550754,49.062
3,0.003,1.5,5000,1.559115,49.688
3,0.003,1.5,7000,1.546467,46.562
3,0.003,1.5,10000,1.544963,45.938
3,0.003,1.5,15000,1.543438,47.812
3,0.003,1.5,20000,1.558786,50
3,0.003,1.5,30000,1.540689,47.5
3,0.003,1.5,50000,1.559395,44.062
3,0.003,1.8,500,1.581742,38.125
3,0.003,1.8,1000,1.555135,46.875
3,0.003,1.8,2000,1.554452,31.562
3,0.003,1.8,3000,1.548685,41.25
3,0.003,1.8,5000,1.548018,46.25
3,0.003,1.8,7000,1.565977,47.812
3,0.003,1.8,10000,1.546539,40.312
3,0.003,1.8,15000,1.543519,45.625
3,0.003,1.8,20000,1.548021,51.875
3,0.003,1.8,30000,1.534276,37.188
3,0.003,1.8,50000,1.538552,44.688
3,0.01,0.03,500,2.01403,43.75
3,0.01,0.03,1000,1.734838,48.75
3,0.01,0.03,2000,1.670648,48.125
3,0.01,0.03,3000,1.623821,48.125
3,0.01,0.03,5000,1.606367,43.125
3,0.01,0.03,7000,1.593923,45.938
3,0.01,0.03,10000,1.578301,50
3,0.01,0.03,15000,1.578118,49.375
3,0.01,0.03,20000,1.562274,47.188
3,0.01,0.03,30000,1.560008,44.375
3,0.01,0.03,50000,1.55395,37.188
3,0.01,0.1,500,1.672011,42.188
3,0.01,0.1,1000,1.601457,42.188
3,0.01,0.1,2000,1.580151,41.562
3,0.01,0.1,3000,1.596712,43.438
3,0.01,0.1,5000,1.564892,44.062
3,0.01,0.1,7000,1.578025,49.375
3,0.01,0.1,10000,1.556176,35.938
3,0.01,0.1,15000,1.554152,36.562
3,0.01,0.1,20000,1.555076,30.312
3,0.01,0.1,30000,1.551114,47.5
3,0.01,0.1,50000,1.547048,36.25
3,0.01,0.3,500,1.609961,49.688
3,0.01,0.3,1000,1.593885,51.875
3,0.01,0.3,2000,1.564649,34.375
3,0.01,0.3,3000,1.559787,46.875
3,0.01,0.3,5000,1.556116,47.188
3,0.01,0.3,7000,1.550949,35.938
3,0.01,0.3,10000,1.548765,36.25
3,0.01,0.3,15000,1.548638,45.625
3,0.01,0.3,20000,1.546378,35.938
3,0.01,0.3,30000,1.564688,49.375
3,0.01,0.3,50000,1.539634,35
3,0.01,0.5,500,1.577786,47.5
3,0.01,0.5,1000,1.578087,44.062
3,0.01,0.5,2000,1.557315,42.812
3,0.01,0.5,3000,1.568916,47.812
3,0.01,0.5,5000,1.55792,50.625
3,0.01,0.5,7000,1.554198,36.25
3,0.01,0.5,10000,1.547928,45.625
3,0.01,0.5,15000,1.561391,50.938
3,0.01,0.5,20000,1.541872,40.938
3,0.01,0.5,30000,1.543481,35.938
3,0.01,0.5,50000,1.540254,44.062
3,0.01,0.7,500,1.600734,49.062
3,0.01,0.7,1000,1.560349,42.5
3,0.01,0.7,2000,1.576269,46.875
3,0.01,0.7,3000,1.55135,36.25
3,0.01,0.7,5000,1.540145,30.312
3,0.01,0.7,7000,1.556573,47.5
3,0.01,0.7,10000,1.547267,45
3,0.01,0.7,15000,1.536469,30.625
3,0.01,0.7,20000,1.552437,51.562
3,0.01,0.7,30000,1.541903,45
3,0.01,0.7,50000,1.537496,50
3,0.01,0.9,500,1.577458,48.438
3,0.01,0.9,1000,1.568565,48.438
3,0.01,0.9,2000,1.552359,36.562
3,0.01,0.9,3000,1.577101,45.938
3,0.01,0.9,5000,1.571147,42.188
3,0.01,0.9,7000,1.568558,50
3,0.01,0.9,10000,1.545004,36.25
3,0.01,0.9,15000,1.543751,35.938
3,0.01,0.9,20000,1.530845,30.938
3,0.01,0.9,30000,1.559035,50
3,0.01,0.9,50000,1.536099,49.375
3,0.01,1.1,500,1.570937,48.438
3,0.01,1.1,1000,1.557319,30
3,0.01,1.1,2000,1.572946,47.812
3,0.01,1.1,3000,1.573113,50
3,0.01,1.1,5000,1.539494,30.312
3,0.01,1.1,7000,1.545446,35.938
3,0.01,1.1,10000,1.544397,36.25
3,0.01,1.1,15000,1.550708,48.125
3,0.01,1.1,20000,1.542875,41.25
3,0.01,1.1,30000,1.538274,35.625
3,0.01,1.1,50000,1.53701,33.438
3,0.01,1.3,500,1.561479,42.812
3,0.01,1.3,1000,1.558664,37.812
3,0.01,1.3,2000,1.54459,30.312
3,0.01,1.3,3000,1.576045,42.812
3,0.01,1.3,5000,1.548516,46.562
3,0.01,1.3,7000,1.56358,23.75
3,0.01,1.3,10000,1.560382,40.625
3,0.01,1.3,15000,1.543934,44.688
3,0.01,1.3,20000,1.555803,46.562
3,0.01,1.3,30000,1.547359,51.875
3,0.01,1.3,50000,1.540093,44.062
3,0.01,1.5,500,1.566069,38.438
3,0.01,1.5,1000,1.553066,36.25
3,0.01,1.5,2000,1.55312,39.062
3,0.01,1.5,3000,1.550847,48.75
3,0.01,1.5,5000,1.567305,50
3,0.01,1.5,7000,1.534169,30
3,0.01,1.5,10000,1.555052,43.75
3,0.01,1.5,15000,1.571139,35.312
3,0.01,1.5,20000,1.539386,36.875
3,0.01,1.5,30000,1.567678,19.375
3,0.01,1.5,50000,1.530439,37.5
3,0.01,1.8,500,1.558773,47.188
3,0.01,1.8,1000,1.546002,29.688
3,0.01,1.8,2000,1.552394,46.875
3,0.01,1.8,3000,1.550763,49.062
3,0.01,1.8,5000,1.564846,49.375
3,0.01,1.8,7000,1.576063,30.312
3,0.01,1.8,10000,1.54544,39.375
3,0.01,1.8,15000,1.550235,51.562
3,0.01,1.8,20000,1.547044,48.75
3,0.01,1.8,30000,1.528699,29.375
3,0.01,1.8,50000,1.540599,52.188
3,0.03,0.03,500,1.871801,47.188
3,0.03,0.03,1000,1.71422,49.688
3,0.03,0.03,2000,1.636326,35.625
3,0.03,0.03,3000,1.615718,46.25
3,0.03,0.03,5000,1.584647,45
3,0.03,0.03,7000,1.580714,48.75
3,0.03,0.03,10000,1.57314,48.438
3,0.03,0.03,15000,1.571982,46.875
3,0.03,0.03,20000,1.565916,45.312
3,0.03,0.03,30000,1.557952,41.562
3,0.03,0.03,50000,1.557489,39.062
3,0.03,0.1,500,1.663359,33.125
3,0.03,0.1,1000,1.640137,40.938
3,0.03,0.1,2000,1.602021,51.25
3,0.03,0.1,3000,1.604633,47.188
3,0.03,0.1,5000,1.566618,46.875
3,0.03,0.1,7000,1.571173,49.375
3,0.03,0.1,10000,1.558677,40.938
3,0.03,0.1,15000,1.556271,46.25
3,0.03,0.1,20000,1.573626,48.75
3,0.03,0.1,30000,1.551634,36.875
3,0.03,0.1,50000,1.547066,36.25
3,0.03,0.3,500,1.588129,45
3,0.03,0.3,1000,1.580244,36.25
3,0.03,0.3,2000,1.574539,50.313
3,0.03,0.3,3000,1.559376,40.938
3,0.03,0.3,5000,1.577967,42.5
3,0.03,0.3,7000,1.556648,37.188
3,0.03,0.3,10000,1.548949,35.938
3,0.03,0.3,15000,1.540813,30.625
3,0.03,0.3,20000,1.537116,30.938
3,0.03,0.3,30000,1.545086,35.938
3,0.03,0.3,50000,1.561385,50
3,0.03,0.5,500,1.583284,46.875
3,0.03,0.5,1000,1.567575,45
3,0.03,0.5,2000,1.577312,25
3,0.03,0.5,3000,1.555731,46.875
3,0.03,0.5,5000,1.549759,36.25
3,0.03,0.5,7000,1.583213,30.625
3,0.03,0.5,10000,1.53998,30.625
3,0.03,0.5,15000,1.54556,35.938
3,0.03,0.5,20000,1.544568,44.688
3,0.03,0.5,30000,1.554863,52.5
3,0.03,0.5,50000,1.541982,31.875
3,0.03,0.7,500,1.574983,49.062
3,0.03,0.7,1000,1.559013,44.062
3,0.03,0.7,2000,1.555885,47.188
3,0.03,0.7,3000,1.551956,36.562
3,0.03,0.7,5000,1.548312,36.25
3,0.03,0.7,7000,1.54584,41.562
3,0.03,0.7,10000,1.565997,21.562
3,0.03,0.7,15000,1.544659,36.25
3,0.03,0.7,20000,1.543611,36.25
3,0.03,0.7,30000,1.537556,39.062
3,0.03,0.7,50000,1.552677,51.562
3,0.03,0.9,500,1.566175,45.312
3,0.03,0.9,1000,1.558228,25
3,0.03,0.9,2000,1.553107,29.688
3,0.03,0.9,3000,1.550478,36.562
3,0.03,0.9,5000,1.575445,46.875
3,0.03,0.9,7000,1.5715,49.062
3,0.03,0.9,10000,1.571505,49.062
3,0.03,0.9,15000,1.546325,45
3,0.03,0.9,20000,1.542551,36.875
3,0.03,0.9,30000,1.538586,36.562
3,0.03,0.9,50000,1.53943,44.375
3,0.03,1.1,500,1.592061,47.812
3,0.03,1.1,1000,1.590719,46.875
3,0.03,1.1,2000,1.55281,46.875
3,0.03,1.1,3000,1.548661,36.25
3,0.03,1.1,5000,1.546456,35.938
3,0.03,1.1,7000,1.545539,35.938
3,0.03,1.1,10000,1.536344,30.625
3,0.03,1.1,15000,1.544856,46.25
3,0.03,1.1,20000,1.559745,50
3,0.03,1.1,30000,1.542417,48.125
3,0.03,1.1,50000,1.557364,50
3,0.03,1.3,500,1.605239,43.438
3,0.03,1.3,1000,1.555317,36.875
3,0.03,1.3,2000,1.554847,29.688
3,0.03,1.3,3000,1.542611,31.562
3,0.03,1.3,5000,1.574797,39.688
3,0.03,1.3,7000,1.544996,35.938
3,0.03,1.3,10000,1.543872,36.25
3,0.03,1.3,15000,1.542211,36.562
3,0.03,1.3,20000,1.543207,46.25
3,0.03,1.3,30000,1.539989,41.25
3,0.03,1.3,50000,1.529687,31.562
3,0.03,1.5,500,1.564026,46.875
3,0.03,1.5,1000,1.576396,49.688
3,0.03,1.5,2000,1.544862,29.375
3,0.03,1.5,3000,1.57575,28.75
3,0.03,1.5,5000,1.545668,35.938
3,0.03,1.5,7000,1.567362,49.375
3,0.03,1.5,10000,1.5549,48.125
3,0.03,1.5,15000,1.541349,37.812
3,0.03,1.5,20000,1.53912,36.875
3,0.03,1.5,30000,1.541615,46.562
3,0.03,1.5,50000,1.530423,37.5
3,0.03,1.8,500,1.55668,39.688
3,0.03,1.8,1000,1.570756,50
3,0.03,1.8,2000,1.54808,36.25
3,0.03,1.8,3000,1.542531,29.375
3,0.03,1.8,5000,1.570484,49.062
3,0.03,1.8,7000,1.548444,46.562
3,0.03,1.8,10000,1.542563,36.875
3,0.03,1.8,15000,1.559057,50
3,0.03,1.8,20000,1.537999,36.25
3,0.03,1.8,30000,1.534311,37.188
3,0.03,1.8,50000,1.540596,52.188
3,0.1,0.03,500,1.789404,39.688
3,0.1,0.03,1000,1.706907,36.25
3,0.1,0.03,2000,1.647803,51.25
3,0.1,0.03,3000,1.598782,44.688
3,0.1,0.03,5000,1.61216,33.75
3,0.1,0.03,7000,1.582154,45.625
3,0.1,0.03,10000,1.574377,29.688
3,0.1,0.03,15000,1.567305,34.688
3,0.1,0.03,20000,1.592468,37.5
3,0.1,0.03,30000,1.554348,27.187
3,0.1,0.03,50000,1.557552,39.062
3,0.1,0.1,500,1.658564,37.812
3,0.1,0.1,1000,1.597228,41.875
3,0.1,0.1,2000,1.583732,41.875
3,0.1,0.1,3000,1.597076,25.312
3,0.1,0.1,5000,1.559562,35.938
3,0.1,0.1,7000,1.567269,49.062
3,0.1,0.1,10000,1.576257,42.188
3,0.1,0.1,15000,1.557583,39.062
3,0.1,0.1,20000,1.553825,36.875
3,0.1,0.1,30000,1.550181,35.938
3,0.1,0.1,50000,1.552779,30.312
3,0.1,0.3,500,1.590797,34.375
3,0.1,0.3,1000,1.577973,50.313
3,0.1,0.3,2000,1.563046,36.562
3,0.1,0.3,3000,1.552635,27.5
3,0.1,0.3,5000,1.561948,35
3,0.1,0.3,7000,1.576058,50
3,0.1,0.3,10000,1.573117,48.75
3,0.1,0.3,15000,1.542199,29.063
3,0.1,0.3,20000,1.546604,36.25
3,0.1,0.3,30000,1.545023,36.25
3,0.1,0.3,50000,1.543314,35.938
3,0.1,0.5,500,1.582106,46.875
3,0.1,0.5,1000,1.563373,36.25
3,0.1,0.5,2000,1.557225,35.938
3,0.1,0.5,3000,1.564332,44.062
3,0.1,0.5,5000,1.551453,35.938
3,0.1,0.5,7000,1.54821,35.938
3,0.1,0.5,10000,1.574272,50.313
3,0.1,0.5,15000,1.571041,49.062
3,0.1,0.5,20000,1.544542,45.312
3,0.1,0.5,30000,1.568151,19.688
3,0.1,0.5,50000,1.540802,37.812
3,0.1,0.7,500,1.577944,42.188
3,0.1,0.7,1000,1.578658,50.938
3,0.1,0.7,2000,1.554817,36.562
3,0.1,0.7,3000,1.553668,36.875
3,0.1,0.7,5000,1.548208,36.25
3,0.1,0.7,7000,1.547223,36.562
3,0.1,0.7,10000,1.545969,35.938
3,0.1,0.7,15000,1.537911,29.063
3,0.1,0.7,20000,1.539425,41.25
3,0.1,0.7,30000,1.548928,52.188
3,0.1,0.7,50000,1.534488,40.625
3,0.1,0.9,500,1.574865,50
3,0.1,0.9,1000,1.575174,49.375
3,0.1,0.9,2000,1.554463,36.25
3,0.1,0.9,3000,1.551033,36.562
3,0.1,0.9,5000,1.547171,37.188
3,0.1,0.9,7000,1.546701,36.25
3,0.1,0.9,10000,1.564444,49.688
3,0.1,0.9,15000,1.549838,37.188
3,0.1,0.9,20000,1.542828,36.25
3,0.1,0.9,30000,1.540241,37.188
3,0.1,0.9,50000,1.533414,40.625
3,0.1,1.1,500,1.560359,35.938
3,0.1,1.1,1000,1.568811,49.688
3,0.1,1.1,2000,1.586009,36.562
3,0.1,1.1,3000,1.577446,47.5
3,0.1,1.1,5000,1.568603,49.375
3,0.1,1.1,7000,1.580385,37.5
3,0.1,1.1,10000,1.544451,36.25
3,0.1,1.1,15000,1.542948,35.938
3,0.1,1.1,20000,1.57443,38.75
3,0.1,1.1,30000,1.538398,35.625
3,0.1,1.1,50000,1.559023,49.375
